ulid,flight_id,position,altitude,speed,datetime,meta,created_at,updated_at
01h0knztgwa4y9jwfhtnshaz4g,01h0knzrc4g75k31s2wpq1grzs,0x0000000001010000002EE526C7CB325C4041AFB4A9E21A1DC0,55,15,2023-05-17 01:44:53,"{""lla"": {""lat"": -7.2762552753954655, ""lng"": 112.7936876182393}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 89.25707767750528, ""coordinate"": {""x"": -42.39720829050115, ""y"": -41.284022240846085, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztgwww2dr3gf2z6fbt3q,01h0knzrc4g75k31s2wpq1grzs,0x000000000101000000938BA255CB325C40D4400C84E91A1DC0,55,15,2023-05-17 01:44:52,"{""lla"": {""lat"": -7.276281417129402, ""lng"": 112.79366055367797}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 88.50066176498405, ""coordinate"": {""x"": -45.38242237237053, ""y"": -44.19085748053877, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzth19x16wpa2c9qhade2,01h0knzrc4g75k31s2wpq1grzs,0x000000000101000000C93EAB38CC325C403E1D5DCFDB1A1DC0,55,15,2023-05-17 01:44:54,"{""lla"": {""lat"": -7.276229133661528, ""lng"": 112.79371468280064}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 90.0134935900265, ""coordinate"": {""x"": -39.41199420863176, ""y"": -38.37718717090595, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzth1t14pkk024kxt9jgv,01h0knzrc4g75k31s2wpq1grzs,0x00000000010100000064982FAACC325C40AB8B05F5D41A1DC0,55,15,2023-05-17 01:44:55,"{""lla"": {""lat"": -7.276202991927591, ""lng"": 112.793741747362}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 90.76990950254776, ""coordinate"": {""x"": -36.42678012676238, ""y"": -35.47035226956359, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzth79jep1mxztfay7eve,01h0knzrc4g75k31s2wpq1grzs,0x000000000101000000FFF1B31BCD325C4018FAAD1ACE1A1DC0,55,15,2023-05-17 01:44:56,"{""lla"": {""lat"": -7.276176850193655, ""lng"": 112.79376881192336}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 91.52632541506898, ""coordinate"": {""x"": -33.44156604304535, ""y"": -32.563517536934484, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzth8mz1nbnxjkexcb2fc,01h0knzrc4g75k31s2wpq1grzs,0x0000000001010000009A4B388DCD325C4015685640C71A1DC0,55,15,2023-05-17 01:44:57,"{""lla"": {""lat"": -7.276150708459718, ""lng"": 112.7937958764847}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 92.2827413275902, ""coordinate"": {""x"": -30.456351963023614, ""y"": -29.656682975790098, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzthc2gytvhb5vn7x52vh,01h0knzrc4g75k31s2wpq1grzs,0x0000000001010000008F014170CE325C407F44A78BB91A1DC0,55,15,2023-05-17 01:44:59,"{""lla"": {""lat"": -7.276098424991845, ""lng"": 112.7938500056074}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 93.79557315263268, ""coordinate"": {""x"": -24.485923801132497, ""y"": -23.84301435779343, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzthc61wh9v890ghg4s2e,01h0knzrc4g75k31s2wpq1grzs,0x000000000101000000F4A7BCFECD325C4082D6FE65C01A1DC0,55,15,2023-05-17 01:44:58,"{""lla"": {""lat"": -7.276124566725781, ""lng"": 112.79382294104605}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 93.03915724011144, ""coordinate"": {""x"": -27.47113788300188, ""y"": -26.749848583128006, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzthhevn2q8khbkdnr5gy,01h0knzrc4g75k31s2wpq1grzs,0x0000000001010000002A5BC5E1CE325C40ECB24FB1B21A1DC0,55,15,2023-05-17 01:45:00,"{""lla"": {""lat"": -7.276072283257908, ""lng"": 112.79387707016876}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 94.55198906515388, ""coordinate"": {""x"": -21.500709717415468, ""y"": -20.93618030440549, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzthjecjb4n1ta4jcjetp,01h0knzrc4g75k31s2wpq1grzs,0x000000000101000000C5B44953CF325C405921F8D6AB1A1DC0,55,15,2023-05-17 01:45:01,"{""lla"": {""lat"": -7.276046141523971, ""lng"": 112.7939041347301}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 95.30840497767514, ""coordinate"": {""x"": -18.515495635546085, ""y"": -18.029346419730793, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzthr3hh31tmrrm7a4hbp,01h0knzrc4g75k31s2wpq1grzs,0x000000000101000000600ECEC4CF325C40568FA0FCA41A1DC0,55,15,2023-05-17 01:45:02,"{""lla"": {""lat"": -7.276019999790035, ""lng"": 112.79393119929144}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 96.06482089019636, ""coordinate"": {""x"": -15.5302815536767, ""y"": -15.122512703769353, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzthrkngdxw8d31g7zdfm,01h0knzrc4g75k31s2wpq1grzs,0x000000000101000000FB675236D0325C40C3FD48229E1A1DC0,55,15,2023-05-17 01:45:03,"{""lla"": {""lat"": -7.275993858056098, ""lng"": 112.7939582638528}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 96.8212368027176, ""coordinate"": {""x"": -12.545067471807318, ""y"": -12.215679157444985, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzthyg941bawpb3xn6n1j,01h0knzrc4g75k31s2wpq1grzs,0x00000000010100000096C1D6A7D0325C40316CF147971A1DC0,55,15,2023-05-17 01:45:04,"{""lla"": {""lat"": -7.275967716322161, ""lng"": 112.79398532841417}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 97.57765271523884, ""coordinate"": {""x"": -9.559853389937937, ""y"": -9.308845779833868, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knzthzak9wkg6esajgnc2m,01h0knzrc4g75k31s2wpq1grzs,0x000000000101000000F01D5B19D1325C402DDA996D901A1DC0,55,15,2023-05-17 01:45:05,"{""lla"": {""lat"": -7.275941574588224, ""lng"": 112.7940123929755}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 98.33406862776005, ""coordinate"": {""x"": -6.5746393099162, ""y"": -6.402012573476517, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztj449xyte30rgd5yfkf,01h0knzrc4g75k31s2wpq1grzs,0x00000000010100000026D163FCD1325C4008B7EAB8821A1DC0,55,15,2023-05-17 01:45:07,"{""lla"": {""lat"": -7.27588929112035, ""lng"": 112.7940665220982}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 99.84690045280252, ""coordinate"": {""x"": -0.6042111461774343, ""y"": -0.5883466660932207, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztj4tt2fp4bn4xdz1v6f,01h0knzrc4g75k31s2wpq1grzs,0x0000000001010000008B77DF8AD1325C409B484293891A1DC0,55,15,2023-05-17 01:45:06,"{""lla"": {""lat"": -7.275915432854288, ""lng"": 112.79403945753684}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 99.09048454028128, ""coordinate"": {""x"": -3.5894252280468173, ""y"": -3.495179534908593, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztj9kxpckg8j7ndm4b5g,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000CA6B257497325C40CBDB114E0B1E1DC0,55,15,2023-05-17 01:42:55,"{""lla"": {""lat"": -7.27934, ""lng"": 112.790494}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 0, ""coordinate"": {""x"": -394.65246994554536, ""y"": -384.29174965521497, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztjb9je3049ayftaszjf,01h0knzrc5xzfhp6mhdnkscchm,0x00000000010100000062E15F1298325C406C22BECA0A1E1DC0,55,15,2023-05-17 01:42:56,"{""lla"": {""lat"": -7.279338043074476, ""lng"": 112.79053172457805}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 0.5376169024360815, ""coordinate"": {""x"": -390.49145879055254, ""y"": -384.074147447303, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztje3m7te65d65msqbbt,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000F9569AB098325C400E696A470A1E1DC0,55,15,2023-05-17 01:42:57,"{""lla"": {""lat"": -7.279336086148951, ""lng"": 112.79056944915608}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 1.075233804872163, ""coordinate"": {""x"": -386.33044763925506, ""y"": -383.8565452413542, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztjfdz4qtwx4dtpaz9c4,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000D0C9D44E99325C4040AF16C4091E1DC0,55,15,2023-05-17 01:42:58,"{""lla"": {""lat"": -7.279334129223426, ""lng"": 112.79060717373412}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 1.6128507073082448, ""coordinate"": {""x"": -382.1694364879575, ""y"": -383.63894303505896, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztjm6kp527xwyhp08hx0,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000683F0FED99325C40E1F5C240091E1DC0,55,15,2023-05-17 01:42:59,"{""lla"": {""lat"": -7.2793321722979005, ""lng"": 112.79064489831217}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 2.150467609744326, ""coordinate"": {""x"": -378.00842533481233, ""y"": -383.4213408289947, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztjn0v4ag63x1q4ayprh,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000FFB4498B9A325C40833C6FBD081E1DC0,55,15,2023-05-17 01:43:00,"{""lla"": {""lat"": -7.279330215372376, ""lng"": 112.79068262289022}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 2.688084512180408, ""coordinate"": {""x"": -373.8474141835148, ""y"": -383.203738627896, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztjs299swjanr1npj7m4,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000962A84299B325C4025831B3A081E1DC0,55,15,2023-05-17 01:43:01,"{""lla"": {""lat"": -7.279328258446851, ""lng"": 112.79072034746828}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.2257014146164895, ""coordinate"": {""x"": -369.6864030322173, ""y"": -382.9861364248341, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztjt23jk9c68v4skqp1a,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000002DA0BEC79B325C4056C9C7B6071E1DC0,55,15,2023-05-17 01:43:02,"{""lla"": {""lat"": -7.279326301521326, ""lng"": 112.7907580720463}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 3.7633183170525712, ""coordinate"": {""x"": -365.5253918790721, ""y"": -382.76853422292703, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztjy3d1c9w5wph9d6084,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000000513F9659C325C40F80F7433071E1DC0,55,15,2023-05-17 01:43:03,"{""lla"": {""lat"": -7.279324344595802, ""lng"": 112.79079579662437}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 4.300935219488652, ""coordinate"": {""x"": -361.36438072592694, ""y"": -382.5509320213663, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztjz6psz22d72kv02f78,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000009C8833049D325C409A5620B0061E1DC0,55,15,2023-05-17 01:43:04,"{""lla"": {""lat"": -7.279322387670277, ""lng"": 112.7908335212024}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 4.838552121924734, ""coordinate"": {""x"": -357.2033695764771, ""y"": -382.33332982153786, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztk4mwf74h5z78c99ajd,01h0knzrc5xzfhp6mhdnkscchm,0x00000000010100000033FE6DA29D325C403C9DCC2C061E1DC0,55,15,2023-05-17 01:43:05,"{""lla"": {""lat"": -7.279320430744752, ""lng"": 112.79087124578044}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 5.376169024360816, ""coordinate"": {""x"": -353.04235842148427, ""y"": -382.1157276222868, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztk5119tnv312kxtmy57,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000CA73A8409E325C406DE378A9051E1DC0,55,15,2023-05-17 01:43:06,"{""lla"": {""lat"": -7.279318473819227, ""lng"": 112.79090897035849}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 5.913785926796898, ""coordinate"": {""x"": -348.88134727203436, ""y"": -381.8981254238441, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztkwg7d3ypa862jf39yv,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000395C1D7D9F325C40B170D1A2041E1DC0,55,15,2023-05-17 01:43:08,"{""lla"": {""lat"": -7.279314559968177, ""lng"": 112.79098441951456}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 6.98901973166906, ""coordinate"": {""x"": -340.559324965744, ""y"": -381.4629210322706, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztkwxzf48rpsb22g1bf0,01h0knzrc5xzfhp6mhdnkscchm,0x00000000010100000062E9E2DE9E325C400F2A2526051E1DC0,55,15,2023-05-17 01:43:07,"{""lla"": {""lat"": -7.279316516893702, ""lng"": 112.79094669493652}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 6.451402829232979, ""coordinate"": {""x"": -344.72033611704154, ""y"": -381.6805232284038, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztm1df3v1q606e4x73gj,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000D0D1571BA0325C4053B77D1F041E1DC0,55,15,2023-05-17 01:43:09,"{""lla"": {""lat"": -7.279312603042652, ""lng"": 112.7910221440926}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 7.5266366341051425, ""coordinate"": {""x"": -336.3983138144465, ""y"": -381.24531883659927, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztm2x3k4db0f5fw10f1n,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000684792B9A0325C4084FD299C031E1DC0,55,15,2023-05-17 01:43:10,"{""lla"": {""lat"": -7.279310646117128, ""lng"": 112.79105986867066}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 8.064253536541223, ""coordinate"": {""x"": -332.2373026613013, ""y"": -381.0277166426602, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztm6bqq8ama8jxbeb0db,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000FFBCCC57A1325C402644D618031E1DC0,55,15,2023-05-17 01:43:11,"{""lla"": {""lat"": -7.279308689191603, ""lng"": 112.7910975932487}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 8.601870438977304, ""coordinate"": {""x"": -328.0762915100038, ""y"": -380.8101144494139, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztm6xp1ysmwcdr1pk3nk,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000963207F6A1325C40C88A8295021E1DC0,55,15,2023-05-17 01:43:12,"{""lla"": {""lat"": -7.279306732266077, ""lng"": 112.79113531782674}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 9.139487341413387, ""coordinate"": {""x"": -323.91528035501096, ""y"": -380.59251225605226, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztmcn2mprjz3pta8gjw6,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000006EA54194A2325C406AD12E12021E1DC0,55,15,2023-05-17 01:43:13,"{""lla"": {""lat"": -7.279304775340552, ""lng"": 112.7911730424048}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 9.677104243849469, ""coordinate"": {""x"": -319.7542692037135, ""y"": -380.3749100665013, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztmctsse92ft4q92wa7v,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000051B7C32A3325C409B17DB8E011E1DC0,55,15,2023-05-17 01:43:14,"{""lla"": {""lat"": -7.279302818415028, ""lng"": 112.79121076698284}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 10.21472114628555, ""coordinate"": {""x"": -315.59325805241593, ""y"": -380.1573078762575, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztmh4c1jxz9a9779j1g2,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000003306F16EA4325C40DFA43388001E1DC0,55,15,2023-05-17 01:43:16,"{""lla"": {""lat"": -7.279298904563978, ""lng"": 112.79128621613891}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 11.289954951157712, ""coordinate"": {""x"": -307.2712357479732, ""y"": -379.72210349796393, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztmhawps5z5x66cvqgee,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000009C90B6D0A3325C403D5E870B011E1DC0,55,15,2023-05-17 01:43:15,"{""lla"": {""lat"": -7.279300861489503, ""lng"": 112.79124849156088}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 10.752338048721631, ""coordinate"": {""x"": -311.43224689927075, ""y"": -379.9397056873994, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztmpy5vch7a44fpeb0xj,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000CB7B2B0DA5325C4080EBDF04001E1DC0,55,15,2023-05-17 01:43:17,"{""lla"": {""lat"": -7.279296947638453, ""lng"": 112.79132394071696}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 11.827571853593795, ""coordinate"": {""x"": -303.1102245966757, ""y"": -379.5045013094523, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztmqp2jdp1s7fm179ys4,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000A2EE65ABA5325C40B2318C81FF1D1DC0,55,15,2023-05-17 01:43:18,"{""lla"": {""lat"": -7.279294990712929, ""lng"": 112.791361665295}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 12.365188756029877, ""coordinate"": {""x"": -298.94921344353054, ""y"": -379.28689912371215, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztmw58yrvh10a3qdqrgj,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000003964A049A6325C40537838FEFE1D1DC0,55,15,2023-05-17 01:43:19,"{""lla"": {""lat"": -7.279293033787403, ""lng"": 112.79139938987304}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 12.902805658465958, ""coordinate"": {""x"": -294.788202292233, ""y"": -379.0692969369327, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztmxq30s37vt4g91f1x5,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000D1D9DAE7A6325C40F5BEE47AFE1D1DC0,55,15,2023-05-17 01:43:20,"{""lla"": {""lat"": -7.279291076861878, ""lng"": 112.7914371144511}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 13.44042256090204, ""coordinate"": {""x"": -290.6271911372402, ""y"": -378.8516947533866, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztn1s6k7zewmhx26brce,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000684F1586A7325C40970591F7FD1D1DC0,55,15,2023-05-17 01:43:21,"{""lla"": {""lat"": -7.279289119936354, ""lng"": 112.79147483902914}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 13.97803946333812, ""coordinate"": {""x"": -286.4661799859427, ""y"": -378.6340925703024, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztn1yk64kysv2jf6mnff,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000FFC44F24A8325C40C84B3D74FD1D1DC0,55,15,2023-05-17 01:43:22,"{""lla"": {""lat"": -7.279287163010829, ""lng"": 112.79151256360718}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 14.515656365774202, ""coordinate"": {""x"": -282.30516883464514, ""y"": -378.4164903867563, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztn5czaev9881cwanmp0,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000963A8AC2A8325C406A92E9F0FC1D1DC0,55,15,2023-05-17 01:43:23,"{""lla"": {""lat"": -7.279285206085304, ""lng"": 112.79155028818522}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 15.053273268210283, ""coordinate"": {""x"": -278.14415768149996, ""y"": -378.1988882050578, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztn6rtq25499w2jq3phe,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000006EADC460A9325C400CD9956DFC1D1DC0,55,15,2023-05-17 01:43:24,"{""lla"": {""lat"": -7.279283249159779, ""lng"": 112.79158801276328}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 15.590890170646365, ""coordinate"": {""x"": -273.9831465302024, ""y"": -377.981286022782, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztnbgf3capa6d8smr9pq,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000000523FFFEA9325C40AE1F42EAFB1D1DC0,55,15,2023-05-17 01:43:25,"{""lla"": {""lat"": -7.279281292234255, ""lng"": 112.79162573734132}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 16.128507073082446, ""coordinate"": {""x"": -269.8221353752096, ""y"": -377.76368384420147, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztnbp7tvwwz72jcjxyqw,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000009C98399DAA325C40DF65EE66FB1D1DC0,55,15,2023-05-17 01:43:26,"{""lla"": {""lat"": -7.279279335308729, ""lng"": 112.79166346191936}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 16.66612397551853, ""coordinate"": {""x"": -265.66112422575975, ""y"": -377.5460816659674, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztnghexdw56z376tthf7,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000340E743BAB325C4081AC9AE3FA1D1DC0,55,15,2023-05-17 01:43:27,"{""lla"": {""lat"": -7.279277378383204, ""lng"": 112.7917011864974}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 17.20374087795461, ""coordinate"": {""x"": -261.50011307261457, ""y"": -377.3284794879642, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztnhypfb2ebycj34sjzm,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000CB83AED9AB325C4023F34660FA1D1DC0,55,15,2023-05-17 01:43:28,"{""lla"": {""lat"": -7.27927542145768, ""lng"": 112.79173891107544}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 17.741357780390693, ""coordinate"": {""x"": -257.3391019231647, ""y"": -377.11087731019205, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztnp7dbt64kps1svdmf9,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000A2F6E877AC325C40C539F3DCF91D1DC0,55,15,2023-05-17 01:43:29,"{""lla"": {""lat"": -7.279273464532155, ""lng"": 112.79177663565348}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 18.278974682826775, ""coordinate"": {""x"": -253.1780907700195, ""y"": -376.8932751344984, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztnp9b9e9b1mgn39xf4f,01h0knzrc5xzfhp6mhdnkscchm,0x0000000001010000003A6C2316AD325C40F67F9F59F91D1DC0,55,15,2023-05-17 01:43:30,"{""lla"": {""lat"": -7.27927150760663, ""lng"": 112.79181436023154}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 18.816591585262856, ""coordinate"": {""x"": -249.01707961687435, ""y"": -376.6756729590358, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztnwks9216z23tckpzqz,01h0knzrc5xzfhp6mhdnkscchm,0x00000000010100000068579852AE325C403A0DF852F81D1DC0,55,15,2023-05-17 01:43:32,"{""lla"": {""lat"": -7.279267593755581, ""lng"": 112.79188980938764}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 19.89182539013502, ""coordinate"": {""x"": -240.6950573142793, ""y"": -376.24046861134394, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
01h0knztnwvsne6mn7pw7f1ejh,01h0knzrc5xzfhp6mhdnkscchm,0x000000000101000000D1E15DB4AD325C4098C64BD6F81D1DC0,55,15,2023-05-17 01:43:31,"{""lla"": {""lat"": -7.279269550681105, ""lng"": 112.79185208480958}, ""anchor"": {""alt"": 0, ""lat"": -7.275884, ""lng"": 112.794072}, ""progress"": 19.354208487698937, ""coordinate"": {""x"": -244.85606846372917, ""y"": -376.4580707831113, ""z"": 55}}",2023-05-17 01:42:57,2023-05-17 01:42:57
